"ride_id","rideable_type","started_at","ended_at","start_station_name","start_station_id","end_station_name","end_station_id","start_lat","start_lng","end_lat","end_lng","member_casual"
"6842AA605EE9FBB3","electric_bike","2023-03-16 08:20:34","2023-03-16 08:22:52","Clark St & Armitage Ave","13146","Larrabee St & Webster Ave","13193",41.91841316666667,-87.63645116666666,41.921822,-87.64414,"member"
"F984267A75B99A8C","electric_bike","2023-03-04 14:07:06","2023-03-04 14:15:31","Public Rack - Kedzie Ave & Argyle St","491",,,41.97,-87.71,41.95,-87.71,"member"
"FF7CF57CFE026D02","classic_bike","2023-03-31 12:28:09","2023-03-31 12:38:47","Orleans St & Chestnut St (NEXT Apts)","620","Clark St & Randolph St","TA1305000030",41.898203,-87.637536,41.884576228,-87.63188991,"member"
"6B61B916032CB6D6","classic_bike","2023-03-22 14:09:08","2023-03-22 14:24:51","Desplaines St & Kinzie St","TA1306000003","Sheffield Ave & Kingsbury St","13154",41.888716036,-87.6444478533,41.910522,-87.653106,"member"
"E55E61A5F1260040","electric_bike","2023-03-09 07:15:00","2023-03-09 07:26:00","Walsh Park","18067","Sangamon St & Lake St","TA1306000015",41.914479733,-87.668013334,41.88577925240433,-87.65102460980414,"member"
"123AAD676850F53C","classic_bike","2023-03-22 17:47:02","2023-03-22 18:01:29","Orleans St & Chestnut St (NEXT Apts)","620","Halsted St & Wrightwood Ave","TA1309000061",41.898203,-87.637536,41.929143,-87.649077,"member"
"5929D3080983AF4F","classic_bike","2023-03-08 19:58:44","2023-03-08 20:05:39","Rush St & Hubbard St","KA1503000044","Wells St & Huron St","TA1306000012",41.890173,-87.626185,41.894722,-87.634362,"member"
"B2624BAEDDDA3FB1","docked_bike","2023-03-22 17:28:24","2023-03-22 17:50:24","Adler Planetarium","13431","Michigan Ave & Ida B Wells Dr","TA1305000010",41.866095,-87.607267,41.876243,-87.624426,"casual"
"979C41EAC356278F","classic_bike","2023-03-16 19:31:14","2023-03-16 19:41:01","Broadway & Wilson Ave","13074","Ravenswood Ave & Irving Park Rd","TA1307000149",41.965221,-87.658139,41.95469,-87.67393,"member"
"6C1DCA9593CA8F5F","classic_bike","2023-03-16 17:33:50","2023-03-16 17:45:47","Stetson Ave & South Water St","TA1308000029","Clinton St & Washington Blvd","WL-012",41.886835,-87.62232,41.88338,-87.64117,"member"
"74FA89B21DC5856D","docked_bike","2023-03-16 10:17:35","2023-03-16 11:00:07","Clark St & Wellington Ave","TA1307000136","DuSable Lake Shore Dr & Monroe St","13300",41.936497,-87.647539,41.880958,-87.616743,"casual"
"FBDE4914FD9CBB92","electric_bike","2023-03-13 17:51:32","2023-03-13 17:54:52","Desplaines St & Kinzie St","TA1306000003","Green St & Madison St","TA1307000120",41.888475666666665,-87.64432416666666,41.881859328038225,-87.64926373958588,"member"
"C8A1A1A8CD23C9EF","electric_bike","2023-03-24 10:27:07","2023-03-24 10:30:33","Sheridan Rd & Lawrence Ave","TA1309000041","Broadway & Argyle St","13108",41.9694415,-87.65472983333333,41.973815,-87.65966,"member"
"66E9299F769DA880","classic_bike","2023-03-05 13:29:49","2023-03-05 14:16:40","Sheridan Rd & Lawrence Ave","TA1309000041","Michigan Ave & Washington St","13001",41.969517,-87.654691,41.8839840647265,-87.6246839761734,"casual"
"B783A22C8C33115C","classic_bike","2023-03-26 07:29:55","2023-03-26 07:36:03","Clark St & Armitage Ave","13146","Clark St & Elm St","TA1307000039",41.918306,-87.636282,41.902973,-87.63128,"member"
