"ride_id","rideable_type","started_at","ended_at","start_station_name","start_station_id","end_station_name","end_station_id","start_lat","start_lng","end_lat","end_lng","member_casual"
"4EAD8F1AD547356B","electric_bike","2023-11-30 21:50:05","2023-11-30 22:13:27","Millennium Park","13008","Pine Grove Ave & Waveland Ave","TA1307000150",41.8811015,-87.62408183333334,41.94947274088333,-87.64645278453827,"member"
"6322270563BF5470","electric_bike","2023-11-03 09:44:02","2023-11-03 10:17:15","Broadway & Sheridan Rd","13323","Broadway & Sheridan Rd","13323",41.952867866,-87.650034904,41.952833,-87.649993,"member"
"B37BDE091ECA38E0","electric_bike","2023-11-30 11:39:44","2023-11-30 11:40:08","State St & Pearson St","TA1307000061","State St & Pearson St","TA1307000061",41.89753266666666,-87.62869433333333,41.897448,-87.628722,"member"
"CF0CA5DD26E4F90E","classic_bike","2023-11-08 10:01:45","2023-11-08 10:27:05","Theater on the Lake","TA1308000001","Theater on the Lake","TA1308000001",41.926277,-87.630834,41.926277,-87.630834,"member"
"EB8381AA641348DB","classic_bike","2023-11-03 16:20:25","2023-11-03 16:54:25","Theater on the Lake","TA1308000001","Theater on the Lake","TA1308000001",41.926277,-87.630834,41.926277,-87.630834,"member"
"B8CF14EA423D6886","electric_bike","2023-11-30 16:15:53","2023-11-30 16:39:52","Pine Grove Ave & Waveland Ave","TA1307000150","Millennium Park","13008",41.949422717,-87.646384716,41.8810317,-87.62408432,"member"
"1763B0A2778C185E","classic_bike","2023-11-09 11:55:54","2023-11-09 13:08:18","Millennium Park","13008","Millennium Park","13008",41.8810317,-87.62408432,41.8810317,-87.62408432,"casual"
"8307B5F616A3D2EE","classic_bike","2023-11-19 14:37:02","2023-11-19 14:59:07","Theater on the Lake","TA1308000001","Theater on the Lake","TA1308000001",41.926277,-87.630834,41.926277,-87.630834,"member"
"90B4E47C4977935E","classic_bike","2023-11-19 15:12:54","2023-11-19 15:27:50","Pine Grove Ave & Waveland Ave","TA1307000150","Theater on the Lake","TA1308000001",41.94947274088333,-87.64645278453827,41.926277,-87.630834,"member"
"A9A78F624F996079","classic_bike","2023-11-09 19:34:57","2023-11-09 19:37:53","Pine Grove Ave & Waveland Ave","TA1307000150","Pine Grove Ave & Waveland Ave","TA1307000150",41.94947274088333,-87.64645278453827,41.94947274088333,-87.64645278453827,"member"
"B7F4685AA1B6745C","classic_bike","2023-11-12 13:06:38","2023-11-12 13:07:33","Pine Grove Ave & Waveland Ave","TA1307000150","Pine Grove Ave & Waveland Ave","TA1307000150",41.94947274088333,-87.64645278453827,41.94947274088333,-87.64645278453827,"member"
"5B1080FD3070BFB9","classic_bike","2023-11-25 16:20:23","2023-11-25 17:04:16","Pine Grove Ave & Waveland Ave","TA1307000150","Pine Grove Ave & Waveland Ave","TA1307000150",41.94947274088333,-87.64645278453827,41.94947274088333,-87.64645278453827,"member"
"D3803DFC8A4C505B","classic_bike","2023-11-19 19:30:51","2023-11-19 19:31:36","Lincoln Ave & Diversey Pkwy","TA1307000064","Lincoln Ave & Diversey Pkwy","TA1307000064",41.932225,-87.658617,41.932225,-87.658617,"member"
"4FB07384D459BA97","electric_bike","2023-11-18 23:34:51","2023-11-18 23:36:32","Damen Ave & Division St","13136","Damen Ave & Division St","13136",41.903274,-87.67846766666666,41.903266,-87.678435,"member"
"E52C1CCD0CAFF4A7","classic_bike","2023-11-03 22:03:02","2023-11-03 22:04:33","Broadway & Sheridan Rd","13323","Broadway & Sheridan Rd","13323",41.952833,-87.649993,41.952833,-87.649993,"member"
"0E1417EFF516AC6C","classic_bike","2023-11-17 18:43:56","2023-11-17 18:47:27","Western Ave & Division St","13241","Damen Ave & Division St","13136",41.902893,-87.687275,41.903266,-87.678435,"member"
"686F313B3B712C05","classic_bike","2023-11-02 22:52:07","2023-11-02 22:53:27","Lincoln Ave & Diversey Pkwy","TA1307000064","Lincoln Ave & Diversey Pkwy","TA1307000064",41.932225,-87.658617,41.932225,-87.658617,"member"
"9D0AB344742EE5CB","electric_bike","2023-11-03 15:23:35","2023-11-03 15:24:04","Damen Ave & Division St","13136","Damen Ave & Division St","13136",41.903262,-87.678505,41.903266,-87.678435,"member"
"9F9EFF826D24AB28","electric_bike","2023-11-16 10:25:05","2023-11-16 10:26:50","Pine Grove Ave & Waveland Ave","TA1307000150","Broadway & Sheridan Rd","13323",41.949305833333334,-87.6465245,41.952833,-87.649993,"member"
